Temperature - (Celsius),Year,Statistics,Country,ISO3,Month
-0.4276,1901,Average,Japan,JPN,1
-2.0665,1901,Average,Japan,JPN,2
1.87808,1901,Average,Japan,JPN,3
9.00613,1901,Average,Japan,JPN,4
12.4066,1901,Average,Japan,JPN,5
16.6819,1901,Average,Japan,JPN,6
19.6012,1901,Average,Japan,JPN,7
22.3386,1901,Average,Japan,JPN,8
18.3291,1901,Average,Japan,JPN,9
13.1624,1901,Average,Japan,JPN,10
6.12666,1901,Average,Japan,JPN,11
0.09447,1901,Average,Japan,JPN,12
-2.645,1902,Average,Japan,JPN,1
-1.8026,1902,Average,Japan,JPN,2
3.50916,1902,Average,Japan,JPN,3
7.13059,1902,Average,Japan,JPN,4
12.2969,1902,Average,Japan,JPN,5
16.0624,1902,Average,Japan,JPN,6
19.0132,1902,Average,Japan,JPN,7
20.3662,1902,Average,Japan,JPN,8
18.7651,1902,Average,Japan,JPN,9
12.4636,1902,Average,Japan,JPN,10
7.7696,1902,Average,Japan,JPN,11
3.3645699999999996,1902,Average,Japan,JPN,12
0.40764,1903,Average,Japan,JPN,1
-0.7352,1903,Average,Japan,JPN,2
3.9932,1903,Average,Japan,JPN,3
9.23723,1903,Average,Japan,JPN,4
11.844000000000001,1903,Average,Japan,JPN,5
16.1827,1903,Average,Japan,JPN,6
19.6498,1903,Average,Japan,JPN,7
22.0004,1903,Average,Japan,JPN,8
19.4223,1903,Average,Japan,JPN,9
12.0441,1903,Average,Japan,JPN,10
5.64469,1903,Average,Japan,JPN,11
-0.3838,1903,Average,Japan,JPN,12
-2.8565,1904,Average,Japan,JPN,1
-0.2363,1904,Average,Japan,JPN,2
2.0366,1904,Average,Japan,JPN,3
9.050839999999999,1904,Average,Japan,JPN,4
12.4766,1904,Average,Japan,JPN,5
18.1209,1904,Average,Japan,JPN,6
21.8349,1904,Average,Japan,JPN,7
22.5595,1904,Average,Japan,JPN,8
17.5777,1904,Average,Japan,JPN,9
12.2015,1904,Average,Japan,JPN,10
4.91223,1904,Average,Japan,JPN,11
1.45212,1904,Average,Japan,JPN,12
0.20382999999999998,1905,Average,Japan,JPN,1
-2.6418,1905,Average,Japan,JPN,2
1.59829,1905,Average,Japan,JPN,3
6.61705,1905,Average,Japan,JPN,4
12.8875,1905,Average,Japan,JPN,5
17.2369,1905,Average,Japan,JPN,6
20.975,1905,Average,Japan,JPN,7
20.2998,1905,Average,Japan,JPN,8
18.3175,1905,Average,Japan,JPN,9
12.5981,1905,Average,Japan,JPN,10
6.42882,1905,Average,Japan,JPN,11
2.7913900000000003,1905,Average,Japan,JPN,12
-2.6719,1906,Average,Japan,JPN,1
-2.2764,1906,Average,Japan,JPN,2
2.04141,1906,Average,Japan,JPN,3
7.90601,1906,Average,Japan,JPN,4
12.5955,1906,Average,Japan,JPN,5
15.6455,1906,Average,Japan,JPN,6
21.1863,1906,Average,Japan,JPN,7
21.7482,1906,Average,Japan,JPN,8
17.1833,1906,Average,Japan,JPN,9
11.997,1906,Average,Japan,JPN,10
5.03833,1906,Average,Japan,JPN,11
1.36352,1906,Average,Japan,JPN,12
-0.7906,1907,Average,Japan,JPN,1
-2.5002,1907,Average,Japan,JPN,2
1.44147,1907,Average,Japan,JPN,3
8.0795,1907,Average,Japan,JPN,4
12.7327,1907,Average,Japan,JPN,5
