Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,8.84902603125
1,2040-2059,9.188540775000002
1,2060-2079,9.61319934375
1,2080-2099,9.737377875
2,2020-2039,9.1137849375
2,2040-2059,9.5399234375
2,2060-2079,9.640561218750001
2,2080-2099,9.92749453125
3,2020-2039,10.569873937500002
3,2040-2059,11.003631624999997
3,2060-2079,11.297410156249999
3,2080-2099,11.415211
4,2020-2039,13.086312374999999
4,2040-2059,13.539645500000002
4,2060-2079,13.729382124999999
4,2080-2099,14.020603249999999
5,2020-2039,16.633476124999998
5,2040-2059,17.282826749999998
5,2060-2079,17.5247234375
5,2080-2099,17.6288523125
6,2020-2039,20.9790030625
6,2040-2059,21.705173625
6,2060-2079,22.0937314375
6,2080-2099,22.161719624999996
7,2020-2039,24.291907749999996
7,2040-2059,24.769888812500003
7,2060-2079,25.357655625000003
7,2080-2099,25.4291745625
8,2020-2039,24.1268176875
8,2040-2059,24.771995500000006
8,2060-2079,25.317943187499996
8,2080-2099,25.43821125
9,2020-2039,20.614383187500003
9,2040-2059,21.078723375
9,2060-2079,21.73411075
9,2080-2099,21.8743366875
10,2020-2039,16.314380812499998
10,2040-2059,16.840457125
10,2060-2079,17.097310375
10,2080-2099,17.486666687499998
11,2020-2039,12.716859781250001
11,2040-2059,13.101417468750002
11,2060-2079,13.447818812499998
11,2080-2099,13.682021375000003
12,2020-2039,10.067276187500001
12,2040-2059,10.482131343750002
12,2060-2079,10.900257562499998
12,2080-2099,10.94297690625
