Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Dominican Republic;DOM;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1323.8158966545;1250.65072960788;1416.15020962893;1459.69897740107;1509.07530654393;1279.62904244757;1407.6131492385;1410.9584699775;1372.88468250726;1478.6984968619;1699.03152758719;1831.8398751477;1967.70682449389;2162.78741143293;2233.28136050604;2289.69318292269;2383.00549713971;2440.77821561274;2433.58202386987;2484.5611867985;2621.47946968288;2672.89339871622;2659.22570824964;2723.10300470568;2699.69527428405;2588.24536643825;2625.49273710359;2834.00024198842;2838.78461216086;2906.76618855127;2695.9790413051;2670.18330730302;2914.50919270175;3071.87658836488;3095.46056595042;3214.7430131326;3349.71729558335;3587.95638466289;3768.2650826706;3930.44626187203;4051.49905756443;4089.6993783425;4211.63698857648;4096.11638629781;4143.28193797841;4472.71243618188;4818.73512337609;5109.48285883536;5207.00262280854;5191.14035635466;5555.38972190199;5660.51706694018;5745.4227442923;5955.17590429427;6301.69626982041;6661.86504232374;7026.17815685859;7273.3537647331;7697.72192256592;8005.10844425331;
Algeria;DZA;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;2481.75865822178;2091.43473537687;1638.75443167486;2146.94057976366;2214.88242258339;2290.65551809338;2121.14452793897;2256.52705127321;2429.04937105024;2559.32258821122;2708.47280988402;2335.79152637326;2895.79833918722;2925.11548989565;3058.83456830849;3124.42007771832;3291.69790025388;3366.83815986028;3571.5895226567;3726.36511883879;3643.69833817832;3638.92197468957;3752.81654024129;3833.82114831175;3925.42390010012;3949.45517413828;3850.10318077201;3715.10483778964;3577.26312225163;3636.07964185726;3572.30015509623;3443.65684595243;3424.2093928921;3278.64646115576;3182.54561872525;3240.99021607688;3315.23636358283;3297.99935564852;3414.56223981336;3474.27325785774;3557.6386684294;3616.6833576974;3770.82924514601;3991.07992627792;4108.19831659194;4290.53154268188;4299.74842525472;4377.49860061468;4409.81203227677;4403.87344648228;4480.79927130159;4524.72027613238;4588.14765577383;4623.09442770872;4702.17012401875;4777.42733649206;4830.19726628058;4793.94665710645;4764.45509960918;4710.58377249415;
East Asia & Pacific (excluding high income);EAP;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;289.755723729465;257.533048415215;253.874416330074;261.805342242771;280.661228017756;300.783588569384;314.669190831245;303.78545887205;303.816196461531;327.303608768866;358.900838353061;372.957725698225;382.360472278596;404.547408597851;412.831230965598;431.024497398951;438.045071143825;464.484119305701;498.186050441151;525.390127417724;556.826122214572;580.067293714023;604.602587022581;638.078673104604;686.938946599312;724.444777881175;761.661969982281;814.150806325314;876.334683595002;912.966248548663;946.985289830466;1006.63053317183;1099.26496492496;1202.70497160374;1313.45769823355;1423.11638587714;1531.50794712584;1619.73528013258;1629.41805775226;1710.78855709919;1821.05662339351;1925.22828025918;2058.26574161584;2219.17136783458;2397.48701023636;2609.23795451639;2867.78314441505;3192.53818847887;3436.66474123462;3674.96711186534;4005.48896330204;4313.71272115616;4604.47482719416;4900.36814113825;5199.31918268434;5503.86135458837;5817.7008634862;6158.47496967978;6513.24187901388;6853.4010058593;
Early-demographic dividend;EAR;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1140.41956780571;1162.79626199344;1183.79506708791;1217.62374976461;1287.23929172044;1324.19901486169;1344.80465159639;1383.98414503595;1446.9375081145;1500.56045487382;1590.66559137184;1644.47554257136;1716.66245121901;1801.8958797049;1871.58284998469;1867.71166906534;1959.98913909342;1985.38630458122;1957.62065851204;1975.29107213623;1962.64935335257;1984.84152148957;1937.12380463698;1891.16181144639;1881.6570960806;1853.35159962218;1863.58634486955;1873.27778077721;1897.54520726353;1889.06571423332;1953.78226633735;2005.91079370793;2045.25897144312;2069.32071000217;2087.98199505599;2103.98222747982;2176.83444895611;2236.26208439163;2237.41601344069;2230.81339272792;2288.79595810755;2272.15325636119;2268.82453098253;2338.68370647108;2454.97242766287;2562.68911132749;2677.21379044219;2789.69973460439;2841.67683255074;2816.25472151671;2944.92579471656;3045.71845818856;3129.45280552375;3217.91897592092;3300.79654868354;3406.43928339444;3523.05875420401;3640.07015503106;3736.86812046412;3793.11502971145;
East Asia & Pacific;EAS;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1283.19663348948;1354.09982801093;1419.16469014634;1494.00087784427;1614.76759466464;1681.31300856778;1785.42593272068;1891.63027808696;2038.70048131937;2216.06422436135;2227.35379012629;2282.27670658477;2394.75829020114;2523.30291674468;2484.14549430135;2520.56622874596;2583.24651033385;2672.01838129181;2779.5129719026;2896.87726855615;2957.06109550861;3046.16677016114;3114.76334015157;3190.85394680743;3324.40509354258;3454.76498741791;3555.74256484397;3704.10874430768;3915.57208385688;4051.83396720757;4195.2103998589;4320.88890717856;4410.65785113861;4493.55085365494;4630.28560618761;4809.36417095864;4996.5393191231;5112.4603402797;5053.66435538834;5154.62811904882;5357.0034648913;5452.5401614682;5603.12729197844;5796.74522770117;6051.32008244533;6311.09931009471;6612.49054706468;6992.04483041941;7188.3239899156;7238.31437599285;7697.99280464496;7999.30316445153;8318.09401292737;8655.92389449675;8957.20353633246;9270.52942218911;9584.2028994561;9972.64680776367;10325.8558850126;10657.2793943413;
Europe & Central Asia (excluding high income);ECA;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6554.87773127378;6420.91645058204;6074.0786819254;5406.62423859644;5071.81978936679;4493.38793506969;4409.97519187329;4398.46097227108;4521.59377889084;4443.15416338776;4543.67072915104;4920.6733324349;5042.17667547107;5315.83519983938;5677.89378300957;6139.49276652887;6581.12265598493;7105.63408976279;7632.33145183612;7918.21325055498;7409.31665673687;7780.76665443152;8218.40932289336;8491.4486076798;8775.2553450872;8908.46804507248;8922.93319175048;8998.36815708325;9297.07662672133;9517.69501091305;9630.59047177528;
Europe & Central Asia;ECS;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;11561.8166257299;11903.347083361;12362.339531289;12986.4108635291;13184.7159841926;12990.0579263323;13481.8924443866;13772.0494138951;14103.6797046889;14525.9741895857;14651.6611712507;14629.7088965091;14680.2196122004;14877.0580008406;15183.8397727798;15510.803180691;15844.1224712675;16228.5378866506;16805.5235064646;17300.9057204888;17616.2130613278;17608.7433216853;17427.7782294319;17219.148918411;17359.6990748555;17698.4528010994;17982.1342806905;18479.1362945601;18933.6051956125;19462.7489967374;20272.090931146;20710.0686585153;21021.7120063327;21350.5917255576;21978.7315287229;22518.5464258145;23341.729302095;24113.3987203424;24263.9260041326;23091.3889232539;23604.6811937421;24111.5838943541;24090.2241275717;24191.4613224777;24516.1519465385;24906.3581145372;25267.8869691028;25864.5176076533;26329.1728257457;26631.9940312501;
Ecuador;ECU;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;2238.00944239002;2287.00553626265;2332.13521892776;2313.9994977498;2414.71884283993;2422.41103635473;2344.68385452423;2382.18238807987;2357.5170247449;2396.47753949908;2487.73327830352;2568.91863956243;2621.46548717609;2903.4246535403;3139.42257005476;3388.72065830346;3541.43966640012;3502.78915956716;3605.69079026683;3643.40091386312;3681.51347180421;3789.27625744308;3716.57546148438;3611.63354893433;3614.7174119744;3664.69263354789;3699.30113698039;3600.64025551053;3721.58672221024;3670.12314624159;3716.26570153701;3786.35182184573;3778.49606915307;3766.81587127025;3840.83194044167;3842.59647510637;3826.3126222704;3908.98280326288;3954.9354359183;3693.71326543515;3663.66378422193;3741.87019104291;3827.36022054702;3865.0528772486;4112.67444307076;4258.42161199778;4372.09186915062;4393.72410498858;4596.14518230386;4547.50930098406;4633.59035839904;4921.84840912018;5122.18009020886;5295.68269596129;5412.13164601881;5330.53915447542;5176.05880316013;5205.76302016859;5180.59899766356;5097.06864233147;
Egypt;EGY;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;578.347670702766;591.898781975688;598.52245175795;644.0831510198;699.462254934207;714.829468306822;731.56186265571;718.614025865793;689.31992143131;708.028242679777;730.105024095586;742.557829537185;748.486957584479;758.065319499777;753.312907071699;802.749129474689;889.200941083239;947.461213922183;1005.62315138681;1026.68835360922;1102.30849065893;1154.23453239228;1236.85234314779;1266.78794140087;1354.29760178119;1395.20846851862;1422.60046149895;1437.65280182474;1476.2031006201;1509.56646141306;1556.87214111933;1539.02364351996;1573.81565723241;1586.64041970457;1616.86957057072;1658.32280900146;1706.35250038784;1764.26984976936;1825.83429881266;1898.6363738842;1980.96784649348;2012.37605430155;2022.07153551198;2048.22100367399;2093.34632990722;2147.81981105282;2254.5104594361;2372.38301038924;2497.34022161353;2565.76916476162;2644.81703909751;2635.19156362046;2634.85005236495;2632.05823306843;2648.29416930294;2703.74209214891;2761.38619824943;2817.32022564701;2907.31758471118;3008.84235348189;
Euro area;EMU;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;10732.4481057759;11334.52903711;11950.7076029972;12559.1969373212;13135.3695655137;13672.0983952773;14276.1555530383;14932.1361236342;15668.7736136797;16659.8955210688;17530.5851257269;18096.5424219912;18858.9284587287;19896.8174019789;20420.2282187058;20162.289843666;21081.5730845633;21644.9195754053;22232.2759011422;22992.3528635216;23386.9117410681;23417.464018035;23520.865058966;23798.0132685281;24320.8880447581;24835.6275502429;25395.1838750537;25969.3344399944;26999.2522621651;27987.1463358364;28857.5185995094;29477.7836854227;29750.4082211242;29434.4332244528;30071.4518944718;30721.9974975185;31164.679054837;31932.6264039591;32835.8172714123;33725.7885619915;34913.811737846;35549.1965983274;35714.5269196715;35769.7778722022;36393.167637284;36815.8438269879;37826.7326800846;38758.8715323378;38732.3388287046;36869.0870286206;37567.1305639807;38284.0749467061;37859.06133877;37635.4248229246;38031.9280787669;38718.3695253398;39343.8558925975;40262.4113221332;40953.9971669778;41387.5679938959;
Eritrea;ERI;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;392.250047976885;448.797490596933;548.9914362629;568.323537155413;623.136893221521;672.812442940035;681.246372590342;671.906257954195;635.17796019147;666.848296584065;657.450440960626;610.485624930114;592.28852465549;584.570025035596;560.74366760336;553.877207201598;488.883713294106;498.534349079834;501.355633266246;537.491368290308;;;;;;;;;
Spain;ESP;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;7375.70290375569;8172.60975456641;8903.76985815894;9673.01043080883;10085.781525063;10600.7244286097;11253.0330866558;11597.8402663404;12202.3396830976;13158.8912250309;13571.917652273;14032.8100469987;15009.8013835844;16001.05252517;16716.4705153723;16626.352597747;16995.0872796466;17298.5612557314;17383.4501970366;17238.0327535648;17477.8681617888;17331.0737300804;17442.0635062404;17664.5395782831;17905.2890869632;18254.6802177214;18792.3315583693;19783.3945582971;20747.1806269516;21714.5833236255;22512.7609969624;23027.2507002659;23127.6760185304;22770.7331130749;23202.6727151181;23737.4843582365;24267.7361815093;25061.0125819586;26053.9053737859;27113.7325084429;28408.8067685172;29321.8888343637;29700.1558750311;30037.6248621551;30445.7488586839;31028.9967719752;31760.6025390822;32301.9690040863;32072.7645931733;30593.609837519;30502.7197080776;30146.9992402473;29235.8286869685;28910.7558426965;29398.6103065297;30549.7918140542;31449.284169363;32282.9038470243;32897.4761945886;33349.7059925866;
Estonia;EST;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6742.52641560032;6775.13953002833;7209.40294552384;7677.69950977208;8778.96501691983;9247.52277702763;9183.13250668142;10062.4369516652;10732.2741292682;11535.1620372776;12486.1124295075;13411.0395117541;14768.0566342049;16299.1545001753;17613.7530482035;16762.2845005182;14370.5134960561;14790.8212220594;15940.1585200411;16497.2087564675;16778.9007724327;17325.5189216301;17633.5917975349;18092.3638833328;19109.3083054734;19949.5794456421;20741.9131694759;
Ethiopia;ETH;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;228.642809542016;224.433407527427;235.608011906384;221.737662503603;190.833427579237;202.72070217538;223.552816149266;217.51045149389;209.628901420114;208.079381572326;186.52026948541;164.336602268298;179.404208919047;178.801689835481;183.54790306594;199.922992257154;200.026554690016;187.516734052349;191.571880199971;197.432305149369;207.752705244742;204.938205916459;194.873070098516;215.154562212426;233.944190480862;252.212288224834;273.492119814399;294.805427784673;312.033849443538;341.554114905179;369.202407829027;389.938966721631;419.183860251535;449.420377149128;482.639066335501;514.057306751986;548.41948050565;570.651825161013;602.174021192189;
European Union;EUU;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;14960.0914179121;15425.1241029203;16055.795093769;16915.0928321678;17332.2304342428;17117.8351593568;17859.6218203823;18284.3744798135;18757.4183705931;19393.2558642093;19706.3455682664;19724.2354829917;19820.1403713972;20053.0356991236;20503.7586752775;20935.3681131959;21417.2064951563;21893.8564782801;22732.7283183173;23544.7495002328;24256.9442589284;24622.4966812713;24832.4041983585;24611.7806430754;25202.0657425358;25824.5689312357;26270.9948158111;26930.2168448892;27706.1548717598;28479.577556232;29555.970678109;30163.0759325582;30432.0110302748;30605.4245488829;31284.6362241925;31775.677160958;32779.8014332052;33700.3132011155;33809.3759904484;32269.1124507662;32931.6381222667;33597.4511459169;33298.8074190362;33198.9128120026;33640.0090474051;34357.8618328479;34988.0416137276;35890.0801917154;36607.5244916184;37104.0274746298;
Fragile and conflict affected situations;FCS;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1508.45987283527;1490.67609161475;1567.44768942602;1608.26207196529;1674.69803316494;1706.28147094386;1665.321039503;1578.60384496535;1610.002009502;1677.56876337791;1818.20258830642;1876.72879482786;1866.55910390636;1923.40847148324;1989.54237095882;1951.50893613982;2039.81565059759;2087.89631152076;2041.2477558991;2062.50893970693;2039.77916607414;1931.83272427174;1853.97933830536;1718.45198854099;1688.1558109362;1687.20677190674;1714.10014618081;1736.06176224701;1768.40830326895;1657.48492756169;1772.47590309802;1680.35168500282;1725.7293710227;1702.50240872177;1648.95367165297;1650.96144166224;1661.11541026829;1719.12870527784;1761.57586353686;1728.70278714455;1742.95819042677;1765.35023580754;1722.54419646685;1636.69324793225;1818.49506400816;1909.75058714603;2003.50275062131;2088.4222440615;2155.65399227784;2164.82830797075;2205.09861244964;2168.22175172327;2281.04689815321;2314.09237964538;2287.79626527689;2280.94790585162;2294.96793665182;2290.73409752139;2291.95437075755;2290.90224156921;
Finland;FIN;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;12179.3857604865;13013.4258566622;13310.6588234118;13651.0752443383;14286.5127060897;14994.036408012;15292.3947879942;15539.6772259675;15826.3852353523;17354.724087572;18267.2419820557;18674.2038936302;19999.3541115943;21274.9086884471;21848.7905029819;22144.6285350911;22154.0071195509;22145.0334135159;22726.2577941174;24282.6643626253;25511.7834702328;25737.6231117134;26389.2560578618;27049.8831603759;27776.8680784248;28642.7848910677;29336.5103707644;30299.0790579307;31787.3800525398;33283.9488965114;33359.0124756527;31224.3841909428;30026.5520292527;29683.9916153508;30727.8640705581;31901.8428989353;32963.4717384624;34947.3752532717;36756.7442228631;38277.6106496705;40403.5495797237;41363.6929937087;41967.9675848431;42706.9211386174;44283.1625157095;45358.5616425923;47004.6158133285;49285.2720478322;49440.9681797545;45231.9617393544;46459.9732548543;47423.2104278239;46538.5774283497;45906.7993409582;45550.498136449;45647.4887204566;46750.2079976338;48086.6660272051;48805.7384780507;49241.0757522652;
Fiji;FJI;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1773.77738733879;1774.09541299128;1775.23062078109;1824.80895613993;1853.28318214132;1751.05863070234;1705.34918004404;1887.18437813365;1991.84552346741;2000.4057831301;2207.48643901678;2310.41450070212;2432.07746210022;2659.18640684916;2673.93975018823;2635.85379552176;2657.59547752161;2763.98189393904;2764.26154897389;3041.29017019274;2927.88883838537;3038.07857533452;2782.67685161522;2605.35720851092;2763.60881294912;2594.289672703;2768.64531223106;2574.23674892744;2594.71682494444;2781.32637020846;2926.57253822332;2821.11619043371;2956.74562527877;2977.75102732399;3086.09815758662;3123.20740614215;3235.72850900733;3131.2099301146;3142.49796380533;3392.9763183624;3315.95449234948;3370.14365297708;3472.30574158412;3503.5091817889;3681.14790773598;3690.02376489353;3729.9343473111;3661.40875555164;3659.09210381641;3573.39255030914;3652.52743714193;3735.55831531407;3781.18454181843;3957.72816897219;4175.4240196469;4359.22015083318;4449.30617650922;4663.66429215063;4795.1945179883;4810.94796469593;
France;FRA;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;12743.9251004444;13203.3208554722;13911.2550485032;14572.2769526033;15337.0768155899;15893.049744491;16557.4811239454;17219.8662553066;17852.7245474305;18978.6879652283;19984.5896045592;20880.8933405144;21648.5522649626;22842.6736412552;23654.184552224;23279.8060327951;24164.7253939453;24888.1763235053;25772.3034620727;26577.7479387082;26877.7233918364;27033.3343781136;27567.0791388722;27757.2898549287;28020.4618834078;28315.8305115829;28814.1742533732;29383.9601235137;30604.4040269413;31761.2475215326;32524.0587570769;32683.3477080003;33041.3621144093;32691.6843256191;33338.3390661985;33917.9262095309;34275.6054052643;34952.5216187517;36073.6365823837;37116.4107977125;38309.4427405638;38786.0858022319;38942.2812150806;38985.5358593536;39794.6355114869;40152.6928743383;40850.3555437969;41582.7997168242;41456.4834259857;40058.679756449;40638.33400426;41329.0353691755;41258.2747345168;41282.9908062445;41480.7696114841;41793.5447158876;42140.0368799003;43015.2106388619;43720.026350895;44317.3923150202;
Faroe Islands;FRO;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48530.2338492813;;;;;;;;;;
Micronesia;FSM;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;2321.3693018636;2295.07105498047;2302.2437669619;2330.91629894729;2361.76742452218;2473.76077332909;2506.44815004378;2644.60198027267;2577.99563137388;2720.36898961491;2614.53946913283;2452.47398062619;2528.7225952912;2573.63415693441;2707.56199905807;2772.16191699353;2791.04965138618;2838.34913928664;2758.04443825915;2827.51311591979;2845.54486368506;2818.08747521974;2774.14558159908;2819.93892594743;2885.44567636113;2961.9370189298;2877.27228753759;2734.24317264804;2633.40918218932;2718.46155139885;2710.08162733479;2751.7123957501;2728.62446818169;;
Gabon;GAB;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;4366.39151871198;4962.9106010292;5275.36970847988;5528.71984927274;5699.96476832071;6076.94724701182;6236.87269824661;6365.23153168702;6389.90685993339;6764.35875862703;7205.9068857717;7795.6739329175;8522.09701773772;9220.78466514616;12622.2549832518;14747.2317570348;19581.6711632074;16741.9168686779;12424.9191616693;12189.5332487965;12198.8460124071;12504.2005306758;11811.8051955236;12153.9598360919;12724.8935697847;12097.5639996584;11676.4983153271;9410.74466753257;10328.8010628722;10905.0574484156;11159.8481405162;11522.8810436434;10868.3511875903;10998.8874515961;11110.7861811402;11365.7351334499;11481.3458193997;11838.2832408118;11949.282468711;10618.7926941283;10170.2564480707;10142.6509232799;9879.34623048923;9859.2477036437;9679.07175731824;9675.42653304828;9143.47097135842;9413.58283593182;8826.626396463;8554.28310976306;8849.35529971507;9136.61456881311;9258.88197266208;9418.21973701202;9476.59973805069;9521.288558578;9429.04631840384;9212.97258063355;9051.28130144379;9128.88213618483;
United Kingdom;GBR;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;13934.0298309281;14198.6735620342;14233.9599441956;14816.4803053063;15535.0269907984;15766.1957242542;15926.1698509503;16282.0261600606;17084.5797411841;17341.0488364504;17923.4050932421;18474.2476635778;19207.4085485779;20420.9796739242;19901.0866166452;19609.2699657259;20184.9175645869;20687.8122381669;21556.4263236263;22344.5218879697;21864.475024634;21684.6866737302;22125.2014550649;23051.4334816091;23537.2148192339;24457.8304163829;25169.9715838441;26470.975242457;27926.31785934;28571.6751719022;28695.4137105803;28291.242892576;28328.0025597057;28963.7992413286;30001.2731218958;30679.5369882622;31363.9651364533;32489.2077753022;33575.408292517;34610.8610527605;35672.9119698864;36592.8090728001;37285.177876807;38331.6056825266;39018.9510392376;39984.1674392449;40798.0653018924;41465.5454970381;41024.8110611627;38986.144513023;39435.8399018505;39731.4892839944;40039.7002444533;40623.3596766643;41376.754247755;42017.1410723715;42499.776417239;43010.706337795;43324.049759059;43688.4374548362;
Georgia;GEO;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;1872.9672812524;1991.20749127496;2095.007337314;2168.60798264792;2251.06597348989;2498.12236233624;2533.34696623111;2579.00965619078;2722.12087543572;2936.28512542463;3129.82682201513;3296.81111891224;3500.23735296237;3738.38505277996;3984.4708259513;4131.83635815571;4313.94415548998;4363.19090632083;4511.07052291576;4715.44621433927;4905.27475093085;4464.4256926329;4484.48544930258;4686.98598336861;4338.33763540106;3697.77525832473;2897.09246066112;1583.9822064811;1111.30148657962;1011.17329919688;1077.1904508255;1242.11042724489;1417.51411225454;1498.13904197027;1573.15965293306;1633.53909705873;1738.80289372202;1850.51164449476;2069.08139767155;2202.57179943893;2429.17247947582;2673.14828195939;3025.14181765174;3107.73371855191;3020.99872474288;3233.29594347421;3500.52749285613;3751.00347585304;3898.55468933135;4069.42450017196;4185.81387602049;4304.89618097718;4512.76110026501;4734.37739920366;4985.82447812425;
Ghana;GHA;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;1056.72633659549;1058.96403088034;1067.6087741526;1079.81211160613;1070.76078135034;1055.26674984069;984.639137745384;991.036036610014;972.104567710935;1006.51325119692;1077.13932264353;1103.29645902762;1045.96454144204;1046.21921135046;1088.60834672668;930.667226809453;879.043711950114;882.058540122135;939.220423163418;897.376838919664;881.15720094922;828.398119980569;749.349008125832;693.949053654209;731.34517042474;745.858997226393;761.916074612347;775.637324241305;796.086771537752;812.889962307765;816.077626282481;834.656338067652;842.33399289087;858.324184601348;862.294787629318;873.885726912699;890.631625895472;904.869597211617;924.272163663049;941.59143632617;952.803305104269;966.937574614734;986.022301142313;1012.10489177674;1042.55477657187;1076.61812539208;1116.63003289199;1135.49112995427;1207.83445550869;1234.54027272067;1299.34494946039;1446.37163070702;1543.76398423026;1618.59784984947;1627.76028143369;1625.90582584245;1644.59800912297;1739.46749204249;1808.32722017919;1884.28485989233;
Gibraltar;GIB;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;513.194151446208;514.420170818134;530.31021620187;534.997979060713;541.893813411403;540.51365256335;543.141793645406;555.555609236095;562.606783905482;573.268669298333;583.26758242172;597.613189564895;603.733881792496;611.655849271943;612.815821258023;621.925586615528;641.172544461822;636.791171662799;639.08718489237;644.958557799293;638.698570420575;667.198956283713;679.034406048802;656.20504391639;672.424402562443;694.603134542634;719.698172703926;731.558867799855;741.038135190672;750.470659041145;809.954582525568;869.31657990436;897.265950227405;920.83108620247;
Gambia;GMB;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;697.205665970553;678.982478186231;723.691303300924;720.575512270133;743.20686624734;721.426022961771;702.154283875304;744.420678349176;764.355151928546;832.471387503925;865.108921014072;865.460101071589;889.618322735272;849.007777780681;873.247577747545;874.357281262201;841.398041423096;903.541158277911;902.618356224212;859.639278046236;854.814654016874;833.770315551309;828.789768660409;837.212062509135;830.753624244352;824.569583918707;823.556266675024;821.663306994878;797.849748259111;780.378310487778;773.39190988756;786.666164070671;789.474110000342;814.343965456665;832.681536905817;853.531591317315;799.807140347672;827.834232340336;858.600296928359;812.76633858754;784.023225291556;784.036919305198;808.705243613652;837.334898259103;860.637873688125;767.155353643339;783.266692810892;781.681804777938;747.708731949503;754.992433680038;747.002735090329;760.124705650582;786.373247321282;809.363394605692;
Guinea-Bissau;GNB;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;492.267918216487;464.175626208753;484.222127831592;480.640117178883;494.925220042859;527.960953044008;550.873123776099;510.503115894586;577.209062697784;586.755845880163;488.767409553478;568.739441556982;580.488571474279;547.386674215744;582.467482459667;592.205529817989;574.10296943501;577.657415807903;591.089428939319;613.505416866206;636.598619957088;654.134091259165;646.533828009824;645.51413762907;651.85007089814;666.464021116397;729.057499183523;761.584535566939;537.209602841964;532.22533922273;549.819707488698;550.039418981954;532.747858899851;523.730947822119;525.824373105346;535.440957455005;534.822272283187;538.985481805324;542.645951129504;546.947092261669;557.632132626126;587.140383038061;561.986650036213;565.047969925518;555.605048729962;574.491700576592;594.978358692716;614.439429918411;622.079825417697;634.906322876591;
Equatorial Guinea;GNQ;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;;;;660.125156234206;660.061371908983;626.585592340647;607.613525863066;570.541423866183;606.547015770499;565.272652947479;568.836528926517;566.228479464055;543.232637740151;517.678884059585;496.211112927861;647.075151811552;694.597399043992;782.535450621718;886.669683135396;1422.36927271885;3418.9599693646;4064.85935284596;4903.67964787872;5563.38605175628;8722.73294858159;9997.55087819525;10923.5286350039;14437.5681394498;16122.87357678;16591.2522076373;18261.0360664846;20532.9522638923;19868.0707623372;17288.8595992193;17610.3066333418;18254.0964461755;16764.428711951;16146.0724286193;14093.8124933866;12358.304036212;11225.3725336737;10134.6283006732;9237.7161862392;
Greece;GRC;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;6259.78885624801;7030.35603089874;7014.090435476;7815.85794948625;8520.35295627618;9393.77957238337;9930.3215426844;10408.2079257269;11085.6351866871;12322.4300663837;13392.3081375027;14379.900738116;15738.2824762085;16934.8024405846;15786.2695837001;16634.4748196114;17500.3129150444;17782.1208479855;18825.0906162615;19202.055071666;19143.1241060619;18677.4750729321;18352.4398459861;18049.1837401683;18320.5841933467;18707.5689744836;18742.3160522619;18257.8040268438;18971.6434945021;19590.0677745391;19383.934636607;19746.3821252938;19733.2904010401;19303.6669805801;19591.3995215734;19909.5295981383;20389.31802281;21198.7906440279;21902.7387743244;22489.3159610984;23275.4443039169;24111.41745243;24965.5940189617;26349.2773212451;27614.4059308213;27698.5106178693;29176.3928555464;30054.8893906847;29874.7434421564;28514.8100925637;26917.7589787254;24495.7111408242;22830.5267783973;22251.2572849313;22565.6804783288;22615.3945784347;22666.2862274074;23052.9862313961;23546.6395364556;24024.2339943931;
Grenada;GRD;GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;;;;;;;;;;;;;;;;;;2944.47474012589;3140.9488710266;3335.66332663549;3301.72602197799;3294.10705109723;3337.32959530559;3354.21197285327;3387.19667420458;3536.97936147456;3782.1680232373;4157.57779642914;4338.34086371354;4557.34809557295;4769.39689123885;4829.01238132332;4753.17066617138;4609.54085406109;4634.66803425752;4689.18509857326;4862.73043799469;5078.16287907923;5649.77067982845;6015.27929001296;6284.69996784302;6132.69475613606;6319.92924986007;6893.36806378174;6826.29001746957;7709.14955177846;7382.16261402016;7815.06520462278;7869.21693735805;7325.6710994073;7257.75662232319;7274.72313572426;7147.18918737909;7266.28734042283;7747.50073076196;8194.2381676678;8449.30776858458;8775.89864433273;9091.76153084554;9330.0409096764;
