Rainfall - (MM), Year, Statistics, Country, ISO3
109.271, 1916, Feb Average, France, FRA
79.7144, 1916, Mar Average, France, FRA
70.9901, 1916, Apr Average, France, FRA
61.1108, 1916, May Average, France, FRA
62.4318, 1916, Jun Average, France, FRA
66.9133, 1916, Jul Average, France, FRA
65.5876, 1916, Aug Average, France, FRA
83.9882, 1916, Sep Average, France, FRA
87.3885, 1916, Oct Average, France, FRA
97.4906, 1916, Nov Average, France, FRA
118.471, 1916, Dec Average, France, FRA
56.6533, 1917, Jan Average, France, FRA
30.269, 1917, Feb Average, France, FRA
83.3538, 1917, Mar Average, France, FRA
58.6023, 1917, Apr Average, France, FRA
101.52, 1917, May Average, France, FRA
90.2719, 1917, Jun Average, France, FRA
68.3073, 1917, Jul Average, France, FRA
87.0655, 1917, Aug Average, France, FRA
40.2815, 1917, Sep Average, France, FRA
115.942, 1917, Oct Average, France, FRA
45.8893, 1917, Nov Average, France, FRA
59.0147, 1917, Dec Average, France, FRA
51.9221, 1918, Jan Average, France, FRA
19.8551, 1918, Feb Average, France, FRA
54.4613, 1918, Mar Average, France, FRA
99.0888, 1918, Apr Average, France, FRA
69.4461, 1918, May Average, France, FRA
53.3464, 1918, Jun Average, France, FRA
45.4926, 1918, Jul Average, France, FRA
35.5811, 1918, Aug Average, France, FRA
104.013, 1918, Sep Average, France, FRA
72.4133, 1918, Oct Average, France, FRA
76.2801, 1918, Nov Average, France, FRA
90.3744, 1918, Dec Average, France, FRA
93.9121, 1919, Jan Average, France, FRA
92.3153, 1919, Feb Average, France, FRA
102.611, 1919, Mar Average, France, FRA
67.672, 1919, Apr Average, France, FRA
38.5198, 1919, May Average, France, FRA
34.5315, 1919, Jun Average, France, FRA
65.4949, 1919, Jul Average, France, FRA
26.9549, 1919, Aug Average, France, FRA
62.0683, 1919, Sep Average, France, FRA
71.5797, 1919, Oct Average, France, FRA
117.854, 1919, Nov Average, France, FRA
92.1091, 1919, Dec Average, France, FRA
78.3903, 1920, Jan Average, France, FRA
18.452, 1920, Feb Average, France, FRA
84.129, 1920, Mar Average, France, FRA
81.0089, 1920, Apr Average, France, FRA
53.1191, 1920, May Average, France, FRA
64.1316, 1920, Jun Average, France, FRA
74.9124, 1920, Jul Average, France, FRA
42.0372, 1920, Aug Average, France, FRA
85.985, 1920, Sep Average, France, FRA
85.4478, 1920, Oct Average, France, FRA
49.8444, 1920, Nov Average, France, FRA
52.8215, 1920, Dec Average, France, FRA
43.6327, 1921, Jan Average, France, FRA
24.9139, 1921, Feb Average, France, FRA
29.9046, 1921, Mar Average, France, FRA
40.2812, 1921, Apr Average, France, FRA
82.7867, 1921, May Average, France, FRA
37.8988, 1921, Jun Average, France, FRA
26.409, 1921, Jul Average, France, FRA
84.7439, 1921, Aug Average, France, FRA
44.6284, 1921, Sep Average, France, FRA
20.5627, 1921, Oct Average, France, FRA
35.6022, 1921, Nov Average, France, FRA
44.735, 1921, Dec Average, France, FRA
91.6812, 1922, Jan Average, France, FRA
58.2314, 1922, Feb Average, France, FRA
83.3806, 1922, Mar Average, France, FRA
128.413, 1922, Apr Average, France, FRA
34.8679, 1922, May Average, France, FRA
75.4457, 1922, Jun Average, France, FRA
67.6935, 1922, Jul Average, France, FRA
76.3576, 1922, Aug Average, France, FRA
72.9303, 1922, Sep Average, France, FRA
68.028, 1922, Oct Average, France, FRA
62.3952, 1922, Nov Average, France, FRA
90.0951, 1922, Dec Average, France, FRA
45.301, 1923, Jan Average, France, FRA
91.5894, 1923, Feb Average, France, FRA
65.5451, 1923, Mar Average, France, FRA
85.5917, 1923, Apr Average, France, FRA
85.6253, 1923, May Average, France, FRA
29.8838, 1923, Jun Average, France, FRA
37.7918, 1923, Jul Average, France, FRA
44.3453, 1923, Aug Average, France, FRA
62.9686, 1923, Sep Average, France, FRA
116.938, 1923, Oct Average, France, FRA
110.874, 1923, Nov Average, France, FRA
109.331, 1923, Dec Average, France, FRA
57.3934, 1924, Jan Average, France, FRA
38.004, 1924, Feb Average, France, FRA
65.9855, 1924, Mar Average, France, FRA
65.148, 1924, Apr Average, France, FRA
61.0641, 1924, May Average, France, FRA
60.948, 1924, Jun Average, France, FRA
73.2166, 1924, Jul Average, France, FRA
83.6847, 1924, Aug Average, France, FRA
86.0975, 1924, Sep Average, France, FRA
84.6279, 1924, Oct Average, France, FRA
60.1097, 1924, Nov Average, France, FRA
52.0976, 1924, Dec Average, France, FRA
38.2237, 1925, Jan Average, France, FRA
73.0364, 1925, Feb Average, France, FRA
46.5239, 1925, Mar Average, France, FRA
80.2155, 1925, Apr Average, France, FRA
94.393, 1925, May Average, France, FRA
22.7191, 1925, Jun Average, France, FRA
97.9694, 1925, Jul Average, France, FRA
88.052, 1925, Aug Average, France, FRA
65.5131, 1925, Sep Average, France, FRA
67.003, 1925, Oct Average, France, FRA
73.9035, 1925, Nov Average, France, FRA
89.5934, 1925, Dec Average, France, FRA
76.7673, 1926, Jan Average, France, FRA
71.0274, 1926, Feb Average, France, FRA
51.4753, 1926, Mar Average, France, FRA
76.018, 1926, Apr Average, France, FRA
108.6, 1926, May Average, France, FRA
83.9509, 1926, Jun Average, France, FRA
49.4927, 1926, Jul Average, France, FRA
37.7694, 1926, Aug Average, France, FRA
38.8981, 1926, Sep Average, France, FRA
108.89, 1926, Oct Average, France, FRA
129.493, 1926, Nov Average, France, FRA
26.4101, 1926, Dec Average, France, FRA
66.4312, 1927, Jan Average, France, FRA
50.0546, 1927, Feb Average, France, FRA
113.578, 1927, Mar Average, France, FRA
51.3624, 1927, Apr Average, France, FRA
59.4753, 1927, May Average, France, FRA
80.625, 1927, Jun Average, France, FRA
91.2542, 1927, Jul Average, France, FRA
104.398, 1927, Aug Average, France, FRA
103.581, 1927, Sep Average, France, FRA
33.5616, 1927, Oct Average, France, FRA
81.3509, 1927, Nov Average, France, FRA
87.956, 1927, Dec Average, France, FRA
70.6113, 1928, Jan Average, France, FRA
62.639, 1928, Feb Average, France, FRA
90.8627, 1928, Mar Average, France, FRA
98.721, 1928, Apr Average, France, FRA
70.4384, 1928, May Average, France, FRA
51.8406, 1928, Jun Average, France, FRA
20.3368, 1928, Jul Average, France, FRA
56.9027, 1928, Aug Average, France, FRA
47.8291, 1928, Sep Average, France, FRA
127.826, 1928, Oct Average, France, FRA
112.02, 1928, Nov Average, France, FRA
60.6539, 1928, Dec Average, France, FRA
28.3848, 1929, Jan Average, France, FRA
31.6684, 1929, Feb Average, France, FRA
6.28321, 1929, Mar Average, France, FRA
48.7058, 1929, Apr Average, France, FRA
67.2072, 1929, May Average, France, FRA
66.6938, 1929, Jun Average, France, FRA
59.8285, 1929, Jul Average, France, FRA
46.7475, 1929, Aug Average, France, FRA
36.6226, 1929, Sep Average, France, FRA
116.623, 1929, Oct Average, France, FRA
77.9868, 1929, Nov Average, France, FRA
106.103, 1929, Dec Average, France, FRA
82.2318, 1930, Jan Average, France, FRA
54.072, 1930, Feb Average, France, FRA
78.8357, 1930, Mar Average, France, FRA
79.7576, 1930, Apr Average, France, FRA
96.6125, 1930, May Average, France, FRA
86.0494, 1930, Jun Average, France, FRA
103.113, 1930, Jul Average, France, FRA
61.5145, 1930, Aug Average, France, FRA
85.9368, 1930, Sep Average, France, FRA
114.123, 1930, Oct Average, France, FRA
116.824, 1930, Nov Average, France, FRA
81.4053, 1930, Dec Average, France, FRA
75.606, 1931, Jan Average, France, FRA
64.6243, 1931, Feb Average, France, FRA
77.8756, 1931, Mar Average, France, FRA
62.6318, 1931, Apr Average, France, FRA
93.4258, 1931, May Average, France, FRA
38.5394, 1931, Jun Average, France, FRA
79.8784, 1931, Jul Average, France, FRA
122.393, 1931, Aug Average, France, FRA
62.2374, 1931, Sep Average, France, FRA
67.2279, 1931, Oct Average, France, FRA
99.8741, 1931, Nov Average, France, FRA
39.0991, 1931, Dec Average, France, FRA
51.6097, 1932, Jan Average, France, FRA
10.3398, 1932, Feb Average, France, FRA
74.087, 1932, Mar Average, France, FRA
87.3052, 1932, Apr Average, France, FRA
102.151, 1932, May Average, France, FRA
82.432, 1932, Jun Average, France, FRA
109.999, 1932, Jul Average, France, FRA
57.9208, 1932, Aug Average, France, FRA
96.7729, 1932, Sep Average, France, FRA
103.733, 1932, Oct Average, France, FRA
46.0666, 1932, Nov Average, France, FRA
64.7761, 1932, Dec Average, France, FRA
36.5757, 1933, Jan Average, France, FRA
50.528, 1933, Feb Average, France, FRA
58.6515, 1933, Mar Average, France, FRA
33.95, 1933, Apr Average, France, FRA
69.3535, 1933, May Average, France, FRA
89.6299, 1933, Jun Average, France, FRA
37.9534, 1933, Jul Average, France, FRA
30.7778, 1933, Aug Average, France, FRA
112.661, 1933, Sep Average, France, FRA
94.5021, 1933, Oct Average, France, FRA
74.7138, 1933, Nov Average, France, FRA
49.9738, 1933, Dec Average, France, FRA
50.28, 1934, Jan Average, France, FRA
17.0558, 1934, Feb Average, France, FRA
82.4284, 1934, Mar Average, France, FRA
89.7236, 1934, Apr Average, France, FRA
33.3239, 1934, May Average, France, FRA
59.136, 1934, Jun Average, France, FRA
34.0702, 1934, Jul Average, France, FRA
83.7025, 1934, Aug Average, France, FRA
47.1373, 1934, Sep Average, France, FRA
61.8568, 1934, Oct Average, France, FRA
113.184, 1934, Nov Average, France, FRA
120.122, 1934, Dec Average, France, FRA
43.3892, 1935, Jan Average, France, FRA
84.4627, 1935, Feb Average, France, FRA
53.5723, 1935, Mar Average, France, FRA
82.9123, 1935, Apr Average, France, FRA
73.371, 1935, May Average, France, FRA
61.2713, 1935, Jun Average, France, FRA
31.2136, 1935, Jul Average, France, FRA
87.4145, 1935, Aug Average, France, FRA
68.6264, 1935, Sep Average, France, FRA
97.995, 1935, Oct Average, France, FRA
123.988, 1935, Nov Average, France, FRA
134.634, 1935, Dec Average, France, FRA
126.163, 1936, Jan Average, France, FRA
79.3573, 1936, Feb Average, France, FRA
66.7407, 1936, Mar Average, France, FRA
90.809, 1936, Apr Average, France, FRA
59.2957, 1936, May Average, France, FRA
83.9786, 1936, Jun Average, France, FRA
105.418, 1936, Jul Average, France, FRA
35.9095, 1936, Aug Average, France, FRA
86.3094, 1936, Sep Average, France, FRA
44.2411, 1936, Oct Average, France, FRA
76.3859, 1936, Nov Average, France, FRA
38.5508, 1936, Dec Average, France, FRA
83.5588, 1937, Jan Average, France, FRA
107.378, 1937, Feb Average, France, FRA
119.079, 1937, Mar Average, France, FRA
80.2778, 1937, Apr Average, France, FRA
79.7445, 1937, May Average, France, FRA
73.719, 1937, Jun Average, France, FRA
25.7017, 1937, Jul Average, France, FRA
44.0322, 1937, Aug Average, France, FRA
82.9253, 1937, Sep Average, France, FRA
85.1782, 1937, Oct Average, France, FRA
57.3968, 1937, Nov Average, France, FRA
80.8171, 1937, Dec Average, France, FRA
79.3888, 1938, Jan Average, France, FRA
25.6413, 1938, Feb Average, France, FRA
12.7596, 1938, Mar Average, France, FRA
12.4664, 1938, Apr Average, France, FRA
83.2545, 1938, May Average, France, FRA
49.8359, 1938, Jun Average, France, FRA
71.6084, 1938, Jul Average, France, FRA
78.2588, 1938, Aug Average, France, FRA
85.4697, 1938, Sep Average, France, FRA
68.1052, 1938, Oct Average, France, FRA
81.9262, 1938, Nov Average, France, FRA
82.7845, 1938, Dec Average, France, FRA
102.907, 1939, Jan Average, France, FRA
46.1922, 1939, Feb Average, France, FRA
61.7204, 1939, Mar Average, France, FRA
74.4679, 1939, Apr Average, France, FRA
69.2802, 1939, May Average, France, FRA
81.4449, 1939, Jun Average, France, FRA
65.7882, 1939, Jul Average, France, FRA
89.3132, 1939, Aug Average, France, FRA
65.4197, 1939, Sep Average, France, FRA
140.283, 1939, Oct Average, France, FRA
93.5717, 1939, Nov Average, France, FRA
70.1138, 1939, Dec Average, France, FRA
58.1552, 1940, Jan Average, France, FRA
63.6455, 1940, Feb Average, France, FRA
57.7055, 1940, Mar Average, France, FRA
84.0595, 1940, Apr Average, France, FRA
67.6376, 1940, May Average, France, FRA
75.3762, 1940, Jun Average, France, FRA
89.7088, 1940, Jul Average, France, FRA
29.5059, 1940, Aug Average, France, FRA
97.0168, 1940, Sep Average, France, FRA
92.1075, 1940, Oct Average, France, FRA
97.452, 1940, Nov Average, France, FRA
78.7793, 1940, Dec Average, France, FRA
104.533, 1941, Jan Average, France, FRA
88.3988, 1941, Feb Average, France, FRA
63.4778, 1941, Mar Average, France, FRA
64.3668, 1941, Apr Average, France, FRA
85.1064, 1941, May Average, France, FRA
87.6757, 1941, Jun Average, France, FRA
62.4496, 1941, Jul Average, France, FRA
102.804, 1941, Aug Average, France, FRA
53.8032, 1941, Sep Average, France, FRA
49.7335, 1941, Oct Average, France, FRA
83.7934, 1941, Nov Average, France, FRA
38.3461, 1941, Dec Average, France, FRA
83.2349, 1942, Jan Average, France, FRA
37.8722, 1942, Feb Average, France, FRA
62.0706, 1942, Mar Average, France, FRA
60.2834, 1942, Apr Average, France, FRA
73.5353, 1942, May Average, France, FRA
57.2422, 1942, Jun Average, France, FRA
53.9325, 1942, Jul Average, France, FRA
55.714, 1942, Aug Average, France, FRA
92.0972, 1942, Sep Average, France, FRA
85.8223, 1942, Oct Average, France, FRA
37.2429, 1942, Nov Average, France, FRA
69.684, 1942, Dec Average, France, FRA
83.9641, 1943, Jan Average, France, FRA
35.9274, 1943, Feb Average, France, FRA
30.2072, 1943, Mar Average, France, FRA
35.4601, 1943, Apr Average, France, FRA
73.4442, 1943, May Average, France, FRA
46.5417, 1943, Jun Average, France, FRA
60.2364, 1943, Jul Average, France, FRA
62.1783, 1943, Aug Average, France, FRA
94.4735, 1943, Sep Average, France, FRA
71.4855, 1943, Oct Average, France, FRA
86.8538, 1943, Nov Average, France, FRA
64.3767, 1943, Dec Average, France, FRA
35.0631, 1944, Jan Average, France, FRA
57.3107, 1944, Feb Average, France, FRA
14.8335, 1944, Mar Average, France, FRA
50.7373, 1944, Apr Average, France, FRA
32.2663, 1944, May Average, France, FRA
59.1572, 1944, Jun Average, France, FRA
70.289, 1944, Jul Average, France, FRA
71.9503, 1944, Aug Average, France, FRA
89.0981, 1944, Sep Average, France, FRA
110.524, 1944, Oct Average, France, FRA
110.769, 1944, Nov Average, France, FRA
86.0232, 1944, Dec Average, France, FRA
69.4218, 1945, Jan Average, France, FRA
39.6146, 1945, Feb Average, France, FRA
30.0222, 1945, Mar Average, France, FRA
30.0516, 1945, Apr Average, France, FRA
77.4544, 1945, May Average, France, FRA
32.7219, 1945, Jun Average, France, FRA
34.5976, 1945, Jul Average, France, FRA
81.863, 1945, Aug Average, France, FRA
57.2539, 1945, Sep Average, France, FRA
50.0303, 1945, Oct Average, France, FRA
34.661, 1945, Nov Average, France, FRA
101.923, 1945, Dec Average, France, FRA
46.5505, 1946, Jan Average, France, FRA
64.8261, 1946, Feb Average, France, FRA
47.6934, 1946, Mar Average, France, FRA
59.0875, 1946, Apr Average, France, FRA
106.259, 1946, May Average, France, FRA
74.8517, 1946, Jun Average, France, FRA
32.8071, 1946, Jul Average, France, FRA
80.2335, 1946, Aug Average, France, FRA
50.1321, 1946, Sep Average, France, FRA
50.9828, 1946, Oct Average, France, FRA
61.3785, 1946, Nov Average, France, FRA
69.7103, 1946, Dec Average, France, FRA
48.2059, 1947, Jan Average, France, FRA
76.6085, 1947, Feb Average, France, FRA
102.128, 1947, Mar Average, France, FRA
33.543, 1947, Apr Average, France, FRA
57.038, 1947, May Average, France, FRA
52.8612, 1947, Jun Average, France, FRA
48.523, 1947, Jul Average, France, FRA
55.86, 1947, Aug Average, France, FRA
51.9006, 1947, Sep Average, France, FRA
54.3176, 1947, Oct Average, France, FRA
73.4034, 1947, Nov Average, France, FRA
88.3364, 1947, Dec Average, France, FRA
123.593, 1948, Jan Average, France, FRA
31.7887, 1948, Feb Average, France, FRA
28.1906, 1948, Mar Average, France, FRA
80.2106, 1948, Apr Average, France, FRA
85.2433, 1948, May Average, France, FRA
70.8386, 1948, Jun Average, France, FRA
55.6142, 1948, Jul Average, France, FRA
89.2642, 1948, Aug Average, France, FRA
66.4406, 1948, Sep Average, France, FRA
48.3262, 1948, Oct Average, France, FRA
38.8439, 1948, Nov Average, France, FRA
53.6427, 1948, Dec Average, France, FRA
35.8718, 1949, Jan Average, France, FRA
15.594, 1949, Feb Average, France, FRA
45.144, 1949, Mar Average, France, FRA
38.8846, 1949, Apr Average, France, FRA
93.2593, 1949, May Average, France, FRA
35.3776, 1949, Jun Average, France, FRA
18.2613, 1949, Jul Average, France, FRA
43.9241, 1949, Aug Average, France, FRA
69.8167, 1949, Sep Average, France, FRA
61.6876, 1949, Oct Average, France, FRA
112.328, 1949, Nov Average, France, FRA
64.3679, 1949, Dec Average, France, FRA
33.8604, 1950, Jan Average, France, FRA
91.7067, 1950, Feb Average, France, FRA
32.3088, 1950, Mar Average, France, FRA
70.2726, 1950, Apr Average, France, FRA
68.1093, 1950, May Average, France, FRA
46.4319, 1950, Jun Average, France, FRA
46.8158, 1950, Jul Average, France, FRA
85.1961, 1950, Aug Average, France, FRA
70.5739, 1950, Sep Average, France, FRA
39.5662, 1950, Oct Average, France, FRA
122.309, 1950, Nov Average, France, FRA
90.9517, 1950, Dec Average, France, FRA
71.1407, 1951, Jan Average, France, FRA
96.166, 1951, Feb Average, France, FRA
90.5294, 1951, Mar Average, France, FRA
57.0734, 1951, Apr Average, France, FRA
116.858, 1951, May Average, France, FRA
98.7193, 1951, Jun Average, France, FRA
50.0362, 1951, Jul Average, France, FRA
101.373, 1951, Aug Average, France, FRA
69.0705, 1951, Sep Average, France, FRA
62.6311, 1951, Oct Average, France, FRA
125.168, 1951, Nov Average, France, FRA
55.9086, 1951, Dec Average, France, FRA
83.463, 1952, Jan Average, France, FRA
48.715, 1952, Feb Average, France, FRA
77.4075, 1952, Mar Average, France, FRA
43.9744, 1952, Apr Average, France, FRA
54.3742, 1952, May Average, France, FRA
35.8774, 1952, Jun Average, France, FRA
32.9987, 1952, Jul Average, France, FRA
81.1756, 1952, Aug Average, France, FRA
102.069, 1952, Sep Average, France, FRA
113.737, 1952, Oct Average, France, FRA
112.265, 1952, Nov Average, France, FRA
107.542, 1952, Dec Average, France, FRA
18.2457, 1953, Jan Average, France, FRA
35.4874, 1953, Feb Average, France, FRA
6.47304, 1953, Mar Average, France, FRA
57.8147, 1953, Apr Average, France, FRA
38.7869, 1953, May Average, France, FRA
113.568, 1953, Jun Average, France, FRA
69.7746, 1953, Jul Average, France, FRA
37.549, 1953, Aug Average, France, FRA
90.2548, 1953, Sep Average, France, FRA
72.1553, 1953, Oct Average, France, FRA
22.7574, 1953, Nov Average, France, FRA
35.5833, 1953, Dec Average, France, FRA
45.9521, 1954, Jan Average, France, FRA
62.3491, 1954, Feb Average, France, FRA
74.6984, 1954, Mar Average, France, FRA
42.7904, 1954, Apr Average, France, FRA
65.8643, 1954, May Average, France, FRA
57.9451, 1954, Jun Average, France, FRA
53.1109, 1954, Jul Average, France, FRA
109.609, 1954, Aug Average, France, FRA
79.1602, 1954, Sep Average, France, FRA
53.7354, 1954, Oct Average, France, FRA
66.6116, 1954, Nov Average, France, FRA
80.5585, 1954, Dec Average, France, FRA
138.325, 1955, Jan Average, France, FRA
97.7268, 1955, Feb Average, France, FRA
32.8413, 1955, Mar Average, France, FRA
7.06524, 1955, Apr Average, France, FRA
60.7097, 1955, May Average, France, FRA
101.071, 1955, Jun Average, France, FRA
65.0951, 1955, Jul Average, France, FRA
43.5696, 1955, Aug Average, France, FRA
50.386, 1955, Sep Average, France, FRA
59.6676, 1955, Oct Average, France, FRA
44.6897, 1955, Nov Average, France, FRA
94.1977, 1955, Dec Average, France, FRA
80.0701, 1956, Jan Average, France, FRA
23.1475, 1956, Feb Average, France, FRA
56.6697, 1956, Mar Average, France, FRA
69.1434, 1956, Apr Average, France, FRA
63.1748, 1956, May Average, France, FRA
58.3176, 1956, Jun Average, France, FRA
82.4611, 1956, Jul Average, France, FRA
97.4649, 1956, Aug Average, France, FRA
93.8229, 1956, Sep Average, France, FRA
61.3855, 1956, Oct Average, France, FRA
44.2951, 1956, Nov Average, France, FRA
45.216, 1956, Dec Average, France, FRA
34.7416, 1957, Jan Average, France, FRA
114.303, 1957, Feb Average, France, FRA
35.9831, 1957, Mar Average, France, FRA
55.5133, 1957, Apr Average, France, FRA
